file,folder,set,cycle,slides,mtime,bytes,critical_aspects,n_aspects,core_questions_by_aspect,core_q_complete_all_aspects,ca_question_count,continuity_question,stock_and_flow,concept_bank,teacher_prep,day_dividers,response_slides,response_slides_with_prompt,all_response_notes_ok,response_missing_prompt_slides,links_slide,links_slide_urls,links_total_unique,links_copy,links_non_copy,links_gslides_non_copy,links_non_copy_sample,dims,dims_ok,fonts_ok,fonts_found,fonts_offending,colors_ok,colors_offending,format_ok,removed_slide_types,missing_required,advisory1_pass,advisory1_verdict,ca_question_text_verbatim,advisory2_structure,advisory2_detail,slide_types_ordered,teacher_note_slide,teacher_note_declares,teacher_note_declares_count,visibility_rung_declared,visibility_rung_text,simultaneity_declared,what_if_present,what_if_individual_written,concept_bank_relates,forbidden_vocab_beat,ngss_codes
▶ LIVE — Cycle 01 — Lab Safety (VT).pptx,Cycle 01 — Course Launch & Lab Safety (Unit 1),LIVE export,1,25,2026-08-26 14:33:55,679343,what a safety symbol is really telling you,1,"what a safety symbol is really telling you: 4/5 [Critical Aspect question, Build a Rule, Pattern Break, 3-Tier Question]",False,1,0,0,0,0,0,0,0,False,,0,0,0,0,0,0,,9144000x6858000,True,False,Arial; Calibri; Material Icons; Overlock,Calibri; Material Icons; Overlock,False,000000; 002060; 004D40; 00695C; 17365D; 1D1B10; 1D2939; 1E1C11; 4A5568; 4B5563; 7030A0; 999999; B2DFDB; D0D5DD; D68910; D9383A; E2E8F0; E4E7EC; E6F4F1; F4B400; F9F6FC; FC7876; FFC000,False,,Teacher Prep; Concept Bank; Links slide; Response slides; Day divider,True,S12: comparison,"S12: ""A safety symbol is more than a warning picture. What TWO things is every safety symbol trying to tell you?""",none,,Teacher reference > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Critical Aspect question > Explanation > Build a Rule > Pattern Break > 3-Tier Question > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > What if > Content/Explanation,absent,,0/7,no,,none,yes,unclear,absent,clean,
▶ LIVE — Cycle01_Day 1.pptx,Cycle 01 — Course Launch & Lab Safety (Unit 1),LIVE export,1,9,2026-08-26 10:25:42,3471995,What makes a science class worth being in,1,What makes a science class worth being in: 1/5 [3-Tier Question],False,0,0,0,0,0,0,0,0,False,,0,0,0,0,0,0,,9144000x6858000,True,False,Arial; Calibri; Inter; Inter ExtraBold; Inter Medium; Inter SemiBold,Calibri; Inter; Inter ExtraBold; Inter Medium; Inter SemiBold,False,000000; 0F766E; 1A202C; 1F2937; 2D3748; 4A5568; 718096; 94A3B8; A0AEC0; BEE3F8; CBD5E1; CCFBF1; D35400; D9A406; E2E8F0; F0FDFA; F7FAFC,False,,Teacher Prep; Concept Bank; Links slide; Response slides; Day divider,False,,,none,,Teacher reference > Content/Explanation > Content/Explanation > 3-Tier Question > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation,absent,,0/7,no,,none,no,n/a,absent,clean,
"▶ LIVE — Cycle 12 — The Process of Meiosis (VT deck, rebuilt).pptx",Cycle 12 — Meiosis (Unit 3),LIVE export,12,31,2026-08-22 11:44:08,943427,"Two divisions, two different separations | One diploid cell becomes four unique haploid cells",2,"Two divisions, two different separations: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question] ;; One diploid cell becomes four unique haploid cells: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question]",True,2,0,0,0,1,3,3,3,True,,1,7,17,0,17,0,https://youtu.be/4YfDq8rPDdM ; https://youtu.be/f5BivyJ2GJc ; https://biomanbio.com/HTML5GamesandLabs/Genegames/snurflemeiosishtml5page.html ; https://www.amazon.com/Neo-Sci-5-Hole-Bead-White/dp/B00FGE3VAQ,9144000x6858000,True,False,Arial; Calibri,Calibri,False,EFDF85,False,,Concept Bank,True,S10: change condition ;; S18: comparison,"S10: ""A cell entering meiosis holds 46 chromosomes, and every one of them has already been copied into two identical sister chromatids. Four cells come out, each holding 23 single chromosomes. Two separations had to happen, one after the other. What gets pulled apart in the first division, what gets pulled apart in the second — and what would go wrong if the cell did them the other way round?"" ;; S18: ""Run the same starting cell through meiosis twice and you would not get the same four gametes either time. Nothing was added and nothing was taken away — the same 46 chromosomes went in both times. Somewhere between the start and the four finished cells, the chromosomes got rearranged. Where in the process could that happen, and what exactly is being rearranged?""",none,,Teacher reference > Teacher Prep > Day divider > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Critical Aspect question > Contrast Set > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Day divider > Critical Aspect question > Contrast Set > Explanation > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Response slide (What if) > Optional challenge > Relates to me > Day divider > Links slide > Image credits,absent,,0/7,no,,none,yes,yes,absent,clean,HS-LS3-1; HS-LS3-2
"Cycle 12 — Meiosis (VT deck, rebuilt) — with Concept Bank.pptx",Cycle 12 — Meiosis (Unit 3),with-Concept-Bank,12,32,2026-08-29 15:46:23,943542,"Two divisions, two different separations | One diploid cell becomes four unique haploid cells",2,"Two divisions, two different separations: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question] ;; One diploid cell becomes four unique haploid cells: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question]",True,2,0,0,1,1,3,3,3,True,,1,7,17,0,17,0,https://youtu.be/4YfDq8rPDdM ; https://youtu.be/f5BivyJ2GJc ; https://biomanbio.com/HTML5GamesandLabs/Genegames/snurflemeiosishtml5page.html ; https://www.amazon.com/Neo-Sci-5-Hole-Bead-White/dp/B00FGE3VAQ,9144000x6858000,True,False,Arial; Calibri,Calibri,False,EFDF85,False,,,True,S10: change condition ;; S18: comparison,"S10: ""A cell entering meiosis holds 46 chromosomes, and every one of them has already been copied into two identical sister chromatids. Four cells come out, each holding 23 single chromosomes. Two separations had to happen, one after the other. What gets pulled apart in the first division, what gets pulled apart in the second — and what would go wrong if the cell did them the other way round?"" ;; S18: ""Run the same starting cell through meiosis twice and you would not get the same four gametes either time. Nothing was added and nothing was taken away — the same 46 chromosomes went in both times. Somewhere between the start and the four finished cells, the chromosomes got rearranged. Where in the process could that happen, and what exactly is being rearranged?""",none,,Teacher reference > Teacher Prep > Day divider > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Critical Aspect question > Contrast Set > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Day divider > Critical Aspect question > Contrast Set > Explanation > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Response slide (What if) > Optional challenge > Relates to me > Concept Bank > Day divider > Links slide > Image credits,absent,,0/7,no,,none,yes,yes,lists only,clean,HS-LS3-1; HS-LS3-2
▶ LIVE — Cycle 13— Mendelian Genetics.pptx,Cycle 13 — Mendelian Genetics (Unit 3),LIVE export,13,32,2026-08-23 18:16:03,1307969,Genotype vs. phenotype | One allele per parent (chance),2,"Genotype vs. phenotype: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question] ;; One allele per parent (chance): 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question]",True,2,0,0,0,1,3,3,3,True,,1,7,16,0,16,0,https://www.youtube.com/watch?v=dN9SZHO6Wjg ; https://learn.genetics.utah.edu/content/basics/patterns/ ; https://learn.genetics.utah.edu/content/basics/observable/ ; https://gizmos.explorelearning.com/find-gizmos/lesson-info?resourceId=449,9144000x6858000,True,False,Arial; Calibri,Calibri,False,999999; EFDF85,False,,Concept Bank,False,"S8: NO CONTRAST DEVICE ;; S18: comparison, named alternatives","S8: ""You are looking at a purple pea flower. Exactly which alleles is it carrying inside — and can your eyes alone tell you?"" ;; S18: ""You have two alleles for every gene, but when you make a gamete (an egg or a sperm) it gets only ONE of them. That happens in meiosis, when your allele pairs separate — the separation you watched in Cycle 12. You are Bb. When you make one gamete, how many of your alleles go into it, and do you get to choose which one?""",none,,Teacher reference > Teacher Prep > Day divider > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Critical Aspect question > Contrast Set > Explanation > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Activity > Day divider > Critical Aspect question > Contrast Set > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Response slide (What if) > Optional challenge > Optional challenge > Relates to me > Day divider > Closing checklist > Links slide > Image credits,absent,,0/7,no,,none,yes,yes,absent,clean,HS-LS3-1; HS-LS3-3
▶ LIVE — Cycle 13— Mendelian Genetics — with Concept Bank.pptx,Cycle 13 — Mendelian Genetics (Unit 3),with-Concept-Bank,13,33,2026-08-29 15:55:30,1307942,Genotype vs. phenotype | One allele per parent (chance),2,"Genotype vs. phenotype: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question] ;; One allele per parent (chance): 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question]",True,2,0,0,1,1,3,3,3,True,,1,7,16,0,16,0,https://www.youtube.com/watch?v=dN9SZHO6Wjg ; https://learn.genetics.utah.edu/content/basics/patterns/ ; https://learn.genetics.utah.edu/content/basics/observable/ ; https://gizmos.explorelearning.com/find-gizmos/lesson-info?resourceId=449,9144000x6858000,True,False,Arial; Calibri,Calibri,False,999999; EFDF85,False,,,False,"S8: NO CONTRAST DEVICE ;; S18: comparison, named alternatives","S8: ""You are looking at a purple pea flower. Exactly which alleles is it carrying inside — and can your eyes alone tell you?"" ;; S18: ""You have two alleles for every gene, but when you make a gamete (an egg or a sperm) it gets only ONE of them. That happens in meiosis, when your allele pairs separate — the separation you watched in Cycle 12. You are Bb. When you make one gamete, how many of your alleles go into it, and do you get to choose which one?""",none,,Teacher reference > Teacher Prep > Day divider > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Critical Aspect question > Contrast Set > Explanation > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Activity > Day divider > Critical Aspect question > Contrast Set > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Response slide (What if) > Optional challenge > Optional challenge > Relates to me > Concept Bank > Day divider > Closing checklist > Links slide > Image credits,absent,,0/7,no,,none,yes,yes,lists only,clean,HS-LS3-1; HS-LS3-3
▶ LIVE — Cycle 14 — DNA Structure & Replication.pptx,Cycle 14 — DNA Structure & Replication (Unit 3),LIVE export,14,32,2026-08-22 11:43:25,515772,Each strand is a template | Semiconservative replication,2,"Each strand is a template: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question] ;; Semiconservative replication: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question]",True,2,0,0,0,1,3,3,3,True,,1,5,12,0,12,0,https://www.youtube.com/watch?v=Qqe4thU-os8 ; https://www.biointeractive.org/classroom-resources/dna-replication-basic-detail ; https://learn.genetics.utah.edu/content/basics/dna/ ; https://gizmos.explorelearning.com/find-gizmos/lesson-info?resourceId=439,9144000x6858000,True,False,Arial; Calibri,Calibri,False,999999; EFDF85,False,,Concept Bank,True,S8: comparison ;; S18: comparison,"S8: ""Before a cell splits in two, it must make a second, matching copy of ALL its DNA. What is it about DNA's structure that makes an exact copy possible — instead of a lucky guess?"" ;; S18: ""Three enzymes do the copying. Helicase unzips the double helix into two single strands, DNA polymerase adds the matching partner bases to each one, and ligase seals them into a smooth strand. Now there are TWO DNA molecules where there was one. What happened to the two strands of the original — were they thrown away, or are they still in there?""",none,,Teacher reference > Teacher Prep > Day divider > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Critical Aspect question > Contrast Set > Explanation > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Activity > Day divider > Critical Aspect question > Contrast Set > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Response slide (What if) > Optional challenge > Optional challenge > Relates to me > Day divider > Closing checklist > Links slide > Image credits,absent,,0/7,no,,none,yes,yes,absent,clean,HS-LS1-1; HS-LS3-1
▶ LIVE — Cycle 14 — DNA Structure & Replication — with Concept Bank.pptx,Cycle 14 — DNA Structure & Replication (Unit 3),with-Concept-Bank,14,33,2026-08-29 15:55:30,515880,Each strand is a template | Semiconservative replication,2,"Each strand is a template: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question] ;; Semiconservative replication: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question]",True,2,0,0,1,1,3,3,3,True,,1,5,12,0,12,0,https://www.youtube.com/watch?v=Qqe4thU-os8 ; https://www.biointeractive.org/classroom-resources/dna-replication-basic-detail ; https://learn.genetics.utah.edu/content/basics/dna/ ; https://gizmos.explorelearning.com/find-gizmos/lesson-info?resourceId=439,9144000x6858000,True,False,Arial; Calibri,Calibri,False,999999; EFDF85,False,,,True,S8: comparison ;; S18: comparison,"S8: ""Before a cell splits in two, it must make a second, matching copy of ALL its DNA. What is it about DNA's structure that makes an exact copy possible — instead of a lucky guess?"" ;; S18: ""Three enzymes do the copying. Helicase unzips the double helix into two single strands, DNA polymerase adds the matching partner bases to each one, and ligase seals them into a smooth strand. Now there are TWO DNA molecules where there was one. What happened to the two strands of the original — were they thrown away, or are they still in there?""",none,,Teacher reference > Teacher Prep > Day divider > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Critical Aspect question > Contrast Set > Explanation > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Activity > Day divider > Critical Aspect question > Contrast Set > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Response slide (What if) > Optional challenge > Optional challenge > Relates to me > Concept Bank > Day divider > Closing checklist > Links slide > Image credits,absent,,0/7,no,,none,yes,yes,lists only,clean,HS-LS1-1; HS-LS3-1
▶ LIVE — Cycle 15a — Genes & Chromosomes.pptx,Cycle 15 — Protein Synthesis (Central Dogma) (Unit 4),LIVE export,15a,32,2026-08-22 11:43:18,1102658,A chromosome carries many genes | Alleles are versions of the same gene,2,"A chromosome carries many genes: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question] ;; Alleles are versions of the same gene: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question]",True,2,0,0,0,1,3,3,3,True,,1,6,16,0,16,0,https://www.youtube.com/watch?v=8m6hHRlKwxY ; https://learn.genetics.utah.edu/content/basics/karyotype/ ; https://learn.genetics.utah.edu/content/basics/traits/ ; https://gizmos.explorelearning.com/find-gizmos/lesson-info?resourceId=440,9144000x6858000,True,True,Arial,,False,EFDF85,False,,Concept Bank,True,"S8: comparison, named alternatives ;; S17: comparison","S8: ""Which is bigger — a gene or a chromosome? And how are the two related? You cannot settle this by looking at a picture. You have to think about scale."" ;; S17: ""Your 46 chromosomes are 23 matching pairs, one of each pair from each parent. The two chromosomes in a pair are homologous: they carry the same genes, in the same order, at the same fixed address — the locus. So if everyone carries the eye-color gene at the same locus, why do people have different eye colors?""",none,,Teacher reference > Teacher Prep > Day divider > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Critical Aspect question > Contrast Set > Explanation > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Day divider > Critical Aspect question > Contrast Set > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Activity > Response slide (What if) > Optional challenge > Optional challenge > Relates to me > Day divider > Closing checklist > Links slide > Image credits,absent,,0/7,no,,none,yes,yes,absent,clean,HS-LS3-1
▶ LIVE — Cycle 15a — Genes & Chromosomes — with Concept Bank.pptx,Cycle 15 — Protein Synthesis (Central Dogma) (Unit 4),with-Concept-Bank,15a,33,2026-08-29 15:55:34,1102612,A chromosome carries many genes | Alleles are versions of the same gene,2,"A chromosome carries many genes: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question] ;; Alleles are versions of the same gene: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question]",True,2,0,0,1,1,3,3,3,True,,1,6,16,0,16,0,https://www.youtube.com/watch?v=8m6hHRlKwxY ; https://learn.genetics.utah.edu/content/basics/karyotype/ ; https://learn.genetics.utah.edu/content/basics/traits/ ; https://gizmos.explorelearning.com/find-gizmos/lesson-info?resourceId=440,9144000x6858000,True,True,Arial,,False,EFDF85,False,,,True,"S8: comparison, named alternatives ;; S17: comparison","S8: ""Which is bigger — a gene or a chromosome? And how are the two related? You cannot settle this by looking at a picture. You have to think about scale."" ;; S17: ""Your 46 chromosomes are 23 matching pairs, one of each pair from each parent. The two chromosomes in a pair are homologous: they carry the same genes, in the same order, at the same fixed address — the locus. So if everyone carries the eye-color gene at the same locus, why do people have different eye colors?""",none,,Teacher reference > Teacher Prep > Day divider > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Critical Aspect question > Contrast Set > Explanation > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Day divider > Critical Aspect question > Contrast Set > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Activity > Response slide (What if) > Optional challenge > Optional challenge > Relates to me > Concept Bank > Day divider > Closing checklist > Links slide > Image credits,absent,,0/7,no,,none,yes,yes,lists only,clean,HS-LS3-1
▶ LIVE — Cycle 15b — Protein Synthesis.pptx,Cycle 15 — Protein Synthesis (Central Dogma) (Unit 4),LIVE export,15b,32,2026-08-22 11:43:15,1019551,Transcription | Translation,2,"Transcription: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question] ;; Translation: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question]",True,2,0,0,0,1,3,3,3,True,,1,4,11,0,11,0,https://www.youtube.com/watch?v=oefAI2x2CQM ; https://www.biointeractive.org/classroom-resources/central-dogma-and-genetic-medicine ; https://gizmos.explorelearning.com/find-gizmos/lesson-info?resourceId=442 ; https://learn.genetics.utah.edu/content/basics/txtl/,9144000x6858000,True,True,Arial,,False,EFDF85,False,,Concept Bank,True,S8: comparison ;; S18: comparison,"S8: ""DNA holds the instructions but cannot leave the nucleus. So how does the cell get a gene’s instructions out to the ribosome, where proteins are actually built?"" ;; S18: ""The ribosome reads mRNA in three-letter chunks called codons, and each codon names exactly one amino acid. But mRNA is just a string of four letters — A, U, G, C. What decides WHICH amino acids the cell adds, and in what ORDER?""",none,,Teacher reference > Teacher Prep > Day divider > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Critical Aspect question > Contrast Set > Explanation > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Activity > Day divider > Critical Aspect question > Contrast Set > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Response slide (What if) > Optional challenge > Optional challenge > Relates to me > Day divider > Closing checklist > Links slide > Image credits,absent,,0/7,no,,none,yes,yes,absent,clean,HS-LS1-1
▶ LIVE — Cycle 15b — Protein Synthesis — with Concept Bank.pptx,Cycle 15 — Protein Synthesis (Central Dogma) (Unit 4),with-Concept-Bank,15b,33,2026-08-29 15:55:35,1019715,Transcription | Translation,2,"Transcription: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question] ;; Translation: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question]",True,2,0,0,1,1,3,3,3,True,,1,4,11,0,11,0,https://www.youtube.com/watch?v=oefAI2x2CQM ; https://www.biointeractive.org/classroom-resources/central-dogma-and-genetic-medicine ; https://gizmos.explorelearning.com/find-gizmos/lesson-info?resourceId=442 ; https://learn.genetics.utah.edu/content/basics/txtl/,9144000x6858000,True,True,Arial,,False,EFDF85,False,,,True,S8: comparison ;; S18: comparison,"S8: ""DNA holds the instructions but cannot leave the nucleus. So how does the cell get a gene’s instructions out to the ribosome, where proteins are actually built?"" ;; S18: ""The ribosome reads mRNA in three-letter chunks called codons, and each codon names exactly one amino acid. But mRNA is just a string of four letters — A, U, G, C. What decides WHICH amino acids the cell adds, and in what ORDER?""",none,,Teacher reference > Teacher Prep > Day divider > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Critical Aspect question > Contrast Set > Explanation > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Activity > Day divider > Critical Aspect question > Contrast Set > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Response slide (What if) > Optional challenge > Optional challenge > Relates to me > Concept Bank > Day divider > Closing checklist > Links slide > Image credits,absent,,0/7,no,,none,yes,yes,lists only,clean,HS-LS1-1
▶ LIVE — Cycle 16a — Stem Cells and Differentiation.pptx,Cycle 16 — Mutations & Gene Expression (Unit 4),LIVE export,16a,36,2026-08-22 11:43:43,1473688,Differentiation | Potency,2,"Differentiation: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question] ;; Potency: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question]",True,2,0,0,0,1,3,5,5,True,,1,3,12,0,12,0,https://www.youtube.com/watch?v=evH0I7Coc54 ; https://learn.genetics.utah.edu/content/stemcells/sctoday ; https://gizmos.explorelearning.com/find-gizmos/lesson-info?resourceId=1066 ; https://learn.genetics.utah.edu/content/stemcells/scintro/,9144000x6858000,True,True,Arial,,False,000000; EFDF85,False,,Concept Bank,False,"S8: comparison, named alternatives ;; S19: NO CONTRAST DEVICE","S8: ""Most cells have one job. A stem cell does not have a job yet. What can a stem cell do that a muscle cell or a nerve cell cannot? Create a path from stem cell to a body cell of your choice."" ;; S19: ""Not all stem cells can become every cell type. Can every stem cell become ANY tissue in the body?""",none,,Teacher reference > Teacher Prep > Day divider > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Critical Aspect question > Contrast Set > Explanation > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > 3-Tier Question > Response slide > Day divider > Critical Aspect question > Contrast Set > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > 3-Tier Question > Response slide > Activity > Activity > Response slide (What if) > Optional challenge > Optional challenge > Relates to me > Day divider > Links slide > Image credits,absent,,0/7,no,,none,yes,yes,absent,clean,HS-LS1-4; HS-LS3-1
▶ LIVE — Cycle 16a — Stem Cells and Differentiation — with Concept Bank.pptx,Cycle 16 — Mutations & Gene Expression (Unit 4),with-Concept-Bank,16a,37,2026-08-29 15:55:35,1473521,Differentiation | Potency,2,"Differentiation: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question] ;; Potency: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question]",True,2,0,0,1,1,3,5,5,True,,1,3,12,0,12,0,https://www.youtube.com/watch?v=evH0I7Coc54 ; https://learn.genetics.utah.edu/content/stemcells/sctoday ; https://gizmos.explorelearning.com/find-gizmos/lesson-info?resourceId=1066 ; https://learn.genetics.utah.edu/content/stemcells/scintro/,9144000x6858000,True,True,Arial,,False,000000; EFDF85,False,,,False,"S8: comparison, named alternatives ;; S19: NO CONTRAST DEVICE","S8: ""Most cells have one job. A stem cell does not have a job yet. What can a stem cell do that a muscle cell or a nerve cell cannot? Create a path from stem cell to a body cell of your choice."" ;; S19: ""Not all stem cells can become every cell type. Can every stem cell become ANY tissue in the body?""",none,,Teacher reference > Teacher Prep > Day divider > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Critical Aspect question > Contrast Set > Explanation > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > 3-Tier Question > Response slide > Day divider > Critical Aspect question > Contrast Set > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > 3-Tier Question > Response slide > Activity > Activity > Response slide (What if) > Optional challenge > Optional challenge > Relates to me > Concept Bank > Day divider > Links slide > Image credits,absent,,0/7,no,,none,yes,yes,lists only,clean,HS-LS1-4; HS-LS3-1
▶ LIVE — Cycle 16b — Genetic Mutations.pptx,Cycle 16 — Mutations & Gene Expression (Unit 4),LIVE export,16b,31,2026-08-22 11:43:47,1180195,Point mutation vs. frameshift | Silent vs. harmful,2,"Point mutation vs. frameshift: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question] ;; Silent vs. harmful: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question]",True,2,0,0,0,1,3,4,4,True,,1,5,13,0,13,0,https://www.youtube.com/watch?v=vl6Vlf2thvI ; https://learn.genetics.utah.edu/content/basics/txtl/ ; https://gizmos.explorelearning.com/find-gizmos/lesson-info?resourceId=554 ; https://learn.genetics.utah.edu/content/basics/builddna/,9144000x6858000,True,True,Arial,,False,000000; EFDF85,False,,Concept Bank,True,"S8: change condition, comparison, named alternatives ;; S19: change condition","S8: ""A point mutation changes one nucleotide. A frameshift adds or removes one. Why does inserting ONE nucleotide change far more of the protein than swapping one?"" ;; S19: ""Some mutations change the protein and some do not. How can a change in the DNA have NO effect on the organism?""",none,,Teacher reference > Teacher Prep > Day divider > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Critical Aspect question > Contrast Set > Explanation > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > 3-Tier Question > Response slide > Day divider > Critical Aspect question > Contrast Set > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Response slide (What if) > Optional challenge > Relates to me > Day divider > Links slide > Image credits,absent,,0/7,no,,none,yes,yes,absent,clean,HS-LS1-1; HS-LS3-2
▶ LIVE — Cycle 16b — Genetic Mutations — with Concept Bank.pptx,Cycle 16 — Mutations & Gene Expression (Unit 4),with-Concept-Bank,16b,32,2026-08-29 15:55:35,1180464,Point mutation vs. frameshift | Silent vs. harmful,2,"Point mutation vs. frameshift: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question] ;; Silent vs. harmful: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question]",True,2,0,0,1,1,3,4,4,True,,1,5,13,0,13,0,https://www.youtube.com/watch?v=vl6Vlf2thvI ; https://learn.genetics.utah.edu/content/basics/txtl/ ; https://gizmos.explorelearning.com/find-gizmos/lesson-info?resourceId=554 ; https://learn.genetics.utah.edu/content/basics/builddna/,9144000x6858000,True,True,Arial,,False,000000; EFDF85,False,,,True,"S8: change condition, comparison, named alternatives ;; S19: change condition","S8: ""A point mutation changes one nucleotide. A frameshift adds or removes one. Why does inserting ONE nucleotide change far more of the protein than swapping one?"" ;; S19: ""Some mutations change the protein and some do not. How can a change in the DNA have NO effect on the organism?""",none,,Teacher reference > Teacher Prep > Day divider > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Critical Aspect question > Contrast Set > Explanation > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > 3-Tier Question > Response slide > Day divider > Critical Aspect question > Contrast Set > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Response slide (What if) > Optional challenge > Relates to me > Concept Bank > Day divider > Links slide > Image credits,absent,,0/7,no,,none,yes,yes,lists only,clean,HS-LS1-1; HS-LS3-2
